,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
179,179,1,0.982299984,"loan, process, would, u, read, recommend, home, mortgage, team, time","['end', 'day', 'period', 'sign', 'contract', 'new', 'mortgage', '$', 'disclosed', 'u', 'able', 'close', 'guaranteed', 'rate', 'never', 'told', 'u', 'extra', 'cost', 'talked', 'several', 'supervisor', 'nothing', 'dealt', 'appropriately', 'service', 'recover', 'customer', 'satisfaction', 'complaintgrievance', 'resolution', 'called', 'quicken', 'loan', 'able', 'help', 'quickly', 'professional', 'would', 'recommend', 'guaranteed', 'rate', 'read']"
180,180,1,0.980099976,"loan, process, would, u, read, recommend, home, mortgage, team, time","['ethan', 'mortgage', 'banker', 'dlj', 'financial', 'absolutely', 'pleasure', 'work', 'start', 'finish', 'kept', 'u', 'updated', 'loop', 'process', 'heloc', 'fast', 'well', 'lisa', 'processor', 'kind', 'attentive', 'first', 'phone', 'call', 'ethan', 'detailed', 'nothing', 'best', 'interest', 'mine', 'ethan', 'definitely', 'earned', 'business', 'many', 'year', 'come', 'read']"
181,181,0,0.952799976,"would, work, time, loan, home, process, read, great, lender, rate","['increased', 'rate', 'quoted', 'different', 'closing', 'cost', 'different', 'time', 'took', 'month', 'get', 'closing', 'needed', 'information', 'mattered', 'least']"
182,182,1,0.990999997,"loan, process, would, u, read, recommend, home, mortgage, team, time","['loan', 'officer', 'happy', 'communicate', 'committed', 'committed', 'communicated', 'u', 'questioned', 'item', 'problem', 'questioned', 'werent', 'settling', 'rate', 'lock', 'expired', 'idea', 'process', 'unless', 'contacted', 'steve', 'poor', 'poor', 'communication', 'loan', 'officer', 'also', 'sure', 'house', 'would', 'appraise', '$', 'k', 'talking', 'u', 'loan', 'werent', 'interested', 'causing', 'u', 'refinance', '%', 'lower', 'current', 'mortgage', 'appraiser', 'disorganized', 'called', 'twice', 'picture', 'forgot', 'used', 'poor', 'comp', 'contacted', 'several', 'time', 'look', 'document', 'expired', 'could', 'even', 'sign', 'within', 'minute', 'email', 'notification', 'good', 'actual', 'settlement', 'sweet', 'competent', 'notary', 'thank', 'goodness', 'done', 'poor', 'process', 'poor', 'communication', 'never', 'recommend', 'nasb', 'already', 'told', 'two', 'people', 'refinancing', 'steer', 'clear', 'read']"
183,183,0,0.976899981,"would, work, time, loan, home, process, read, great, lender, rate","['never', 'write', 'review', 'time', 'prevent', 'anyone', 'making', 'mistake', 'mistake', 'using', 'north', 'american', 'saving', 'bank', 'lender', 'started', 'refinance', 'company', 'assurance', 'would', 'standard', 'refinance', 'without', 'problem', 'would', 'completed', 'minimal', 'amount', 'time', 'communication', 'company', 'w']"
184,184,1,0.918799996,"loan, process, would, u, read, recommend, home, mortgage, team, time","['appreciated', 'team', 'thoroughness', 'constant', 'update', 'throughout', 'entire', 'process']"
185,185,2,0.986400008,"loan, process, time, closing, u, read, mortgage, rate, great, would","['real', 'stand', 'guy', 'beginning', 'mr', 'barrett', 'alievatied', 'uncertainty', 'faced', 'buying', 'first', 'home', 'guidance', 'expertise', 'certainly', '“', 'first', 'time', 'homebuyer', '”', 'would', 'hope', 'beginning', 'end', 'stood', 'u', 'walked', 'u', 'entire', 'process', 'even', 'wire', 'closing', 'mr', 'barrett', 'stepped', 'saved', 'u', 'thousand', 'identifying', 'errounous', 'mistake', 'contract', 'buy', '’', 'call', 'jon', 'thank', 'jon', 'barrett', 'certainly', 'enjoyed', 'working', 'read']"
186,186,0,0.995100021,"would, work, time, loan, home, process, read, great, lender, rate","['closing', 'process', 'va', 'loan', 'went', 'smoothly', 'loan', 'servicing', 'socalled', 'bank', 'complete', 'disaster', 'set', 'loan', 'automatic', 'payment', 'using', 'clunky', 'website', 'unlike', 'bank', 'business', 'nasb', 'website', 'intuitive', 'provide', 'confirmation', 'entry', 'first', 'month', 'payment', 'automatically', 'debited', 'external', 'account', 'scheduled', 'however', 'escrow', 'amount', 'changed', 'nasb', 'debited', 'old', 'amount', 'account', 'sent', 'deficiency', 'letter', 'balance', 'unlike', 'every', 'bank', 'used', 'amount', 'debit', 'automatically', 'debited', 'nasb', 'sent', 'credit', 'counseling', 'letter', 'telling', 'apply', 'loan', 'payment', 'would', 'charge', 'late', 'payment', 'double', 'deficiency', '$', 'change', 'suggested', 'credit', 'counseling', 'service', 'called', 'servicing', 'department', 'representative', 'told', 'letter', 'sent', 'error', 'everything', 'adjusted', 'account', 'showing', 'current', 'two', 'week', 'later', 'received', 'total', 'two', 'voice', 'mail', 'message', 'email', 'span', 'minute', 'nasbs', 'default', 'department', 'woman', 'first', 'spoke', 'rude', 'said', 'showed', 'record', 'earlier', 'call', 'problem', 'hung', 'second', 'agent', 'man', 'default', 'department', 'said', 'show', 'made', 'automatic', 'payment', 'nasbs', 'system', 'set', 'adjust', 'anything', 'year', 'mortgage', 'payment', 'various', 'bank', 'never', 'experienced', 'incompetence', 'rude', 'service', 'specifically', 'instructed', 'last', 'agent', 'request', 'sell', 'servicing', 'loan', 'another', 'bank', 'capable', 'actually', 'performing', 'customer', 'service', 'veteran', 'read']"
187,187,0,0.981299996,"would, work, time, loan, home, process, read, great, lender, rate","['dean', 'professional', 'informative', 'right', 'start', 'impressive', 'quickly', 'returned', 'correspondence', 'update', 'loan', 'status', 'question', 'conventional', 'loan', 'closed', 'time', 'frame', 'dean', 'gave', 'u', 'worked', 'hard', 'unforeseen', 'issue', 'could', 'happier', 'certainly', 'recommend', 'dean', 'germain', 'confident', 'receive', 'top', 'notch', 'experience', 'clear', 'dean', 'passionate', 'client', 'mortgage', 'product', 'read']"
188,188,0,0.986400008,"would, work, time, loan, home, process, read, great, lender, rate","['working', 'john', 'last', 'year', 'placed', 'offer', 'different', 'house', 'luck', 'john', 'always', 'document', 'needed', 'ready', 'john', 'attention', 'detail', 'responsiveness', 'customer', 'service', 'second', 'none', 'failed', 'offer', 'joy', 'finally', 'accepted', 'john', 'always', 'available', 'phone', 'email', 'responding', 'almost', 'immediately', 'john', 'helped', 'u', 'make', 'buying', 'home', 'smooth', 'enjoyable', 'process', 'loan', 'documentation', 'easy', 'manage', 'process', 'buying', 'refinancing', 'home', 'look', 'working', 'john', 'guerra', 'read']"
189,189,2,0.979499996,"loan, process, time, closing, u, read, mortgage, rate, great, would","['initially', 'mortgage', 'broker', 'friendly', 'assertive', 'paper', 'work', 'filled', 'closing', 'loan', 'eminent', 'became', 'increasingly', 'difficult', 'reach', 'broker', 'initiate', 'phone', 'call', 'seemed', 'call', 'make', 'process', 'move', 'forward', 'took', 'four', 'week', 'get', 'copy', 'closing', 'document', 'payoff', 'credit', 'card']"
190,190,2,0.5255,"loan, process, time, closing, u, read, mortgage, rate, great, would","['great', 'first', 'time', 'home', 'buying', 'experience', 'already', 'recommended', 'triumph', 'friend', 'family', 'communication', 'really', 'made', 'difference', 'stephanie', 'staff', 'quick', 'respond', 'email', 'answering', 'question', 'providing', 'reassurance', 'something', 'seems', 'lacking', 'day', 'come', 'conducting', 'business']"
191,191,0,0.978699982,"would, work, time, loan, home, process, read, great, lender, rate","['brian', 'absolutely', 'best', 'work', 'response', 'question', 'lightening', 'quick', 'attention', 'detail', 'second', 'none', 'time', 'dread', 'loan', 'process', 'brian', 'sekani', 'truly', 'painless', 'easy', 'want', 'loan', 'officer', 'instills', 'confidence', 'dedicated', 'serving', 'client', 'look', 'brian', 'appreciate', 'help', 'guy', 'read']"
192,192,2,0.963100016,"loan, process, time, closing, u, read, mortgage, rate, great, would","['fred', 'went', 'beyond', 'make', 'sure', 'everything', 'went', 'smoothly', 'including', 'making', 'call', 'vacation', 'fred', 'work', 'hard', 'make', 'dream', 'come', 'true']"
193,193,0,0.768599987,"would, work, time, loan, home, process, read, great, lender, rate","['kirk', 'accommodating', 'sister', 'first', 'home', 'purchase', 'able', 'close', 'escrow', 'time', 'leasing', 'contract', 'previous', 'apartment', 'every', 'question', 'mostly', 'answered', 'satisfaction', 'even', 'though', 'becomes', 'repetitive', 'time', 'family', 'great', 'experience', 'working', 'kirk', 'highly', 'recommend', 'first', 'time', 'home', 'buyer', 'much', 'smoother', 'faster', 'process', 'also', 'provides', 'great', 'customer', 'service', 'read']"
194,194,2,0.541800022,"loan, process, time, closing, u, read, mortgage, rate, great, would","['expert', 'loan', 'officer', 'well', 'versed', 'va', 'financial', 'impact', 'loan', 'component', 'change', 'best', 'worked', 'across', 'home', 'buyingselling', 'deal', 'advocated', 'real', 'estate', 'broker', 'state', 'due', 'ability', 'close', 'complicated', 'high', 'pressure', 'deal', 'place', 'top', 'list', 'year', 'business', 'professionally', 'patiently', 'answer', 'detailed', 'question', 'rally', 'expanded', 'nasb', 'team', 'also', 'stellar', 'support', 'need', 'handled', 'complicated', 'va', 'loan', 'seemed', 'change', 'every', 'week', 'tried', 'buy', 'antebellum', 'home', 'tough', 'comp', 'retirement', 'military', 'tough', 'income', 'verification', 'five', 'family', 'swapping', 'home', 'ton', 'contingency', 'everything', 'along', 'way', 'mattered', 'aaron', 'nasb', 'team', 'got', 'done', 'even', 'weekend', 'closed', 'time', 'best', 'interest', 'rate', 'market', 'added', 'origination', 'fee', 'look', 'pas', 'opportunity', 'work']"
195,195,1,0.969500005,"loan, process, would, u, read, recommend, home, mortgage, team, time","['would', 'like', 'thank', 'brent', 'working', 'u', 'kept', 'encouraging', 'u', 'felt', 'would', 'get', 'turned', 'previous', 'lender', 'brent', 'team', 'everything', 'possible', 'meet', 'deadline', 'thanks', 'happy', 'home', 'owner']"
196,196,0,0.805199981,"would, work, time, loan, home, process, read, great, lender, rate","['great', 'service', 'easy']"
197,197,2,0.853799999,"loan, process, time, closing, u, read, mortgage, rate, great, would","['pleasure', 'working', 'alex', 'unfortunate', 'go', 'two', 'failed', 'escrow', 'due', 'condition', 'house', 'contract', 'alex', 'patient', 'helped', 'three', 'escrow', 'finally', 'closed', 'house', 'looking', 'loan', 'officer', 'responsive', 'personable', 'go', 'alex', 'follow', 'consistently', 'make', 'sure', 'close', 'time', 'overall', 'excellent', 'experience', 'working', 'alex', 'pacific', 'beneficial', 'mortgage', 'read']"
198,198,2,0.730400026,"loan, process, time, closing, u, read, mortgage, rate, great, would","['chris', 'waymire', 'loan', 'officer', 'worked', 'contact', 'sometime', 'purchased', 'home', 'helpful', 'knowledgeable', 'loan', 'process', 'made', 'loan', 'process', 'easy', 'problem', 'getting', 'qualified', 'delay', 'process', 'way', 'closing', 'would', 'recommend', 'chris', 'triumph', 'lending', 'family', 'friend', 'chris', 'helped', 'get', 'dream', 'home', 'truly', 'thankful', 'read']"
199,199,1,0.979399979,"loan, process, would, u, read, recommend, home, mortgage, team, time","['adam', 'carrion', 'hand', 'best', 'always', 'answer', 'question', 'let', 'u', 'know', 'next', 'step', 'status', 'anytime', 'day', 'night', 'process', 'simple', 'provided', 'item', 'adam', 'team', 'handled', 'everything', 'else', 'best', 'experience', 'refinancing', 'would', 'definitely', 'recommend', 'business', 'future', 'fast', 'simple', 'painless', 'thank', 'read']"
200,200,2,0.942600012,"loan, process, time, closing, u, read, mortgage, rate, great, would","['fine', 'bank', 'traditional', 'value', 'great', 'people', 'real', 'bank', 'walk', 'talk', 'real', 'pleasure', 'business']"
201,201,1,0.702499986,"loan, process, would, u, read, recommend, home, mortgage, team, time","['loan', 'officer', 'joey', 'hartegan', 'friendly', 'helpful', 'wife', 'pleased', 'chose', 'nasb', 'refinance', 'home']"
202,202,0,0.983299971,"would, work, time, loan, home, process, read, great, lender, rate","['adam', 'great', 'work', 'refi', 'attention', 'detail', 'made', 'smooth', 'easy', 'transaction', 'several', 'year', 'since', 'weve', 'gone', 'thru', 'home', 'loan', 'process', 'unsure', 'start', 'talking', 'adam', 'confident', 'one', 'help', 'u', 'refi', 'professional', 'helpful', 'knowledgeable', 'loan', 'process', 'answered', 'question', 'timely', 'manner', 'would', 'highly', 'recommend', 'adam', 'would', 'hesitate', 'work', 'read']"
203,203,2,0.980099976,"loan, process, time, closing, u, read, mortgage, rate, great, would","['pleasure', 'working', 'mr', 'barrett', 'nasb', '’', 'please', 'beginning', 'mr', 'barrett', 'guided', 'u', 'journey', 'upmost', 'courtesy', 'respect', 'even', 'closing', 'mr', 'barrett', 'came', 'rescue', 'helping', 'save', 'even', 'money', 'big', 'thanks', 'mr', 'barrett', 'team', 'nasb', 'buy', 'know', '’', 'call']"
204,204,1,0.93870002,"loan, process, would, u, read, recommend, home, mortgage, team, time","['rep', 'extremely', 'professional', 'friendly', 'helpful', 'first', 'spoke', 'fact', 'initial', 'round', 'call', 'thought', 'going', 'select', 'five', 'lending', 'tree', 'lender', 'plus', 'two', 'bank', 'talked', 'directly', 'sent', 'email', 'lender', 'saying', 'ok', 'contract', 'signed', 'want', 'select', 'lender', 'lock', 'rate', 'tomorrow', 'please', 'send', 'best', 'current', 'rate', 'fee', 'etc', 'exact', 'loan', 'parameter', 'took', 'rep', 'nasb', 'week', 'respond', 'replied', 'thanks', 'late', 'selected', 'someone', 'else', 'already', 'locked', 'rate', 'following', 'week', 'continued', 'receive', 'email', 'saying', 'ready', 'proceed', 'loan', 'let', 'know', 'closed', 'january', 'th', 'february', 'th', 'got', 'another', 'email', 'guess', 'didnt', 'really', 'ever', 'read', 'email', 'also', 'told', 'phone', 'missed', 'boat', 'seemed', 'fall', 'deaf', 'ear', 'end', 'round', 'one', 'rate', 'fee', 'competitive', 'though', 'pretty', 'near', 'best', 'bunch', 'read']"
205,205,0,0.82099998,"would, work, time, loan, home, process, read, great, lender, rate","['professional', 'customer', 'oriented']"
206,206,2,0.956399977,"loan, process, time, closing, u, read, mortgage, rate, great, would","['reliance', 'pleasure', 'work', 'refinancing', 'document', 'provided', 'went', 'start', 'closing', 'week', 'vacation', 'week', 'middle', 'would', 'business', 'special', 'mention', 'ritu', 'delight', 'helped', 'keep', 'processing', 'moving', 'quickly']"
207,207,1,0.926699996,"loan, process, would, u, read, recommend, home, mortgage, team, time","['loan', 'officer', 'team', 'amazing', 'helped', 'u', 'every', 'step', 'way']"
208,208,0,0.963999987,"would, work, time, loan, home, process, read, great, lender, rate","['spoke', 'one', 'customer', 'service', 'rep', '’', 'willing', 'start', 'process', 'andor', 'give', 'personal', 'information', 'hung', 'phone', 'without', 'saying', 'anything', 'left', 'phone', 'unprofessional']"
209,209,1,0.936399996,"loan, process, would, u, read, recommend, home, mortgage, team, time","['quick', 'easy', 'process', 'worked', 'find', 'loan', 'would', 'fit', 'circumstance', 'satisfied', 'entire', 'process', 'third', 'loan']"
210,210,1,0.971099973,"loan, process, would, u, read, recommend, home, mortgage, team, time","['worked', 'scott', 'two', 'mortgage', 'experience', 'incredible', 'front', 'question', 'made', 'process', 'stress', 'free', 'knowledge', 'product', 'industry', 'amazing', 'im', 'thankful', 'path', 'crossed', 'scott', 'corner', 'went', 'mortgage', 'process']"
211,211,0,0.861000001,"would, work, time, loan, home, process, read, great, lender, rate","['alex', 'persistent', 'diligent', 'thorough', 'easy', 'work', 'got', 'excellent', 'rate', 'home', 'next', 'time', 'buy', '’', 'absoltely', 'work']"
212,212,1,0.626900017,"loan, process, would, u, read, recommend, home, mortgage, team, time","['person', 'spoke', 'kept', 'interrupting', 'telling', 'line', 'rather', 'listening', 'info', 'wanted', 'quite', 'pushy', 'altho', 'said', 'wasnt', 'salesman', 'closing', 'cost', 'astronomical']"
213,213,1,0.985800028,"loan, process, would, u, read, recommend, home, mortgage, team, time","['entire', 'process', 'extremely', 'stressful', 'due', 'circumstance', 'beyond', 'control', 'michele', 'alves', 'adam', 'carrion', 'bill', 'james', 'worked', 'diligently', 'make', 'sure', 'refinance', 'able', 'completed', 'bill', 'james', 'helpful', 'getting', 'messy', 'issue', 'extremely', 'patient', 'question', 'always', 'felt', 'client', 'pacific', 'beneficial', 'see', 'customer', 'service', 'high', 'caliber', 'often', 'day', 'extremely', 'refreshing', 'would', 'without', 'hesitation', 'recommend', 'pacific', 'beneficial', 'mortgage', 'company', 'anyone', 'read']"
214,214,0,0.960900009,"would, work, time, loan, home, process, read, great, lender, rate","['awesome', 'staff', 'work', 'well', 'together', 'support', 'customer', 'throughout', 'lending', 'processmarcos', 'monica', 'jc', 'phenomenal', 'job', 'keeping', 'informed', 'answering', 'question', 'loan', 'process']"
215,215,2,0.702000022,"loan, process, time, closing, u, read, mortgage, rate, great, would","['outstanding', 'wife', 'many', 'previous', 'loan', 'past', 'far', 'one', 'best', 'experience', 'alex', 'jocovic', 'wonderful', 'first', 'phone', 'call', 'end', 'u', 'every', 'step', 'way', 'sale', 'situation', 'complicated', 'exchange', 'involved', 'prior', 'rental', 'new', 'home', 'confusion', 'sill', 'alex', 'jocovic', 'u', 'every', 'day', 'received', 'status', 'progress', 'almost', 'daily', 'many', 'coordination', 'different', 'escrow', 'company', 'alex', 'jocovic', 'handled', 'everything', 'professionally', 'last', 'least', 'rate', 'offered', 'beat', 'builder', 'finance', 'company', 'builder', 'incentive', 'thanks', 'alex', 'read']"
216,216,1,0.968100011,"loan, process, would, u, read, recommend, home, mortgage, team, time","['worked', 'kory', 'carla', 'nasb', 'superb', 'team', 'provided', 'excellent', 'responsive', 'knowledgeable', 'service', 'throughout', 'entire', 'process', 'complicated', 'process', 'refinance', 'loan', 'hung', 'u', 'entire', 'time', 'great', 'experience', 'working', 'highly', 'recommend', 'use', 'future', 'mortgage', 'need', 'read']"
217,217,1,0.95450002,"loan, process, would, u, read, recommend, home, mortgage, team, time","['best', 'loan', 'officer', 'could', 'hoped', 'jeff', 'exceeded', 'expectation', 'worked', 'hard', 'get', 'best', 'rate', 'possible', 'highly', 'recommended']"
218,218,0,0.947799981,"would, work, time, loan, home, process, read, great, lender, rate","['rob', 'helpful', 'getting', 'loan', 'closed', 'issue', 'end', 'didnt', 'know', 'still', 'able', 'get', 'done', 'time']"
219,219,1,0.954100013,"loan, process, would, u, read, recommend, home, mortgage, team, time","['genna', 'englert', 'provided', 'excellent', 'service', 'process', 'smooth', 'fast', 'husband', 'would', 'recommend', 'reliance', 'first', 'capital', 'everyone']"
220,220,0,0.978600025,"would, work, time, loan, home, process, read, great, lender, rate","['adam', 'came', 'highly', 'recommended', 'first', 'time', 'spoke', 'clear', 'friendly', 'professional', 'knowledgeable', 'worked', 'hard', 'ensure', 'taken', 'care', 'aspect', 'beyond', 'necessary', 'effective', 'communication', 'skill', 'brought', 'personal', 'touch', 'closed', 'sending', 'u', 'hand', 'written', 'note', 'congratulation', 'recommend', 'everyone', 'know', 'buying', 'house', 'read']"
221,221,1,0.979700029,"loan, process, would, u, read, recommend, home, mortgage, team, time","['grateful', 'came', 'across', 'adan', 'muñoz', 'knowledgable', 'kind', 'professional', 'always', 'remained', 'calm', 'helped', 'u', 'question', 'every', 'step', 'way', 'underwriter', 'helpful', 'well', 'made', 'process', 'seamless', 'appreciated', 'secured', 'email', 'system', 'used', 'well', 'loan', 'closed', 'earlier', 'expected', 'happy', 'result', 'read']"
222,222,1,0.697600007,"loan, process, would, u, read, recommend, home, mortgage, team, time","['loan', 'officer', 'joey', 'hartegan', 'friendly', 'helpful', 'wife', 'pleased', 'chose', 'nasb', 'refinance', 'home']"
223,223,1,0.850099981,"loan, process, would, u, read, recommend, home, mortgage, team, time","['outstanding', 'service', 'always', 'timely']"
224,224,1,0.980499983,"loan, process, would, u, read, recommend, home, mortgage, team, time","['chuck', 'williams', 'richter', 'team', 'made', 'buying', 'first', 'home', 'great', 'experience', 'gave', 'u', 'quality', 'customer', 'service', 'helped', 'explain', 'every', 'step', 'process', 'team', 'able', 'work', 'within', 'tight', 'timeline', 'process', 'felt', 'like', 'breeze', 'feel', 'comfortable', 'knowing', 'got', 'right', 'loan', 'definitely', 'recommending', 'service', 'everyone']"
225,225,1,0.971899986,"loan, process, would, u, read, recommend, home, mortgage, team, time","['wife', 'purchased', 'several', 'home', 'year', 'worked', 'number', 'different', 'mortgage', 'company', 'experience', 'jeremy', 'brent', 'custer', 'far', 'best', 'ever', 'experienced', 'ever', 'market', 'definitely', 'back', 'recommend', 'nasb', 'anyone', 'know', 'looking', 'mortgage']"
226,226,2,0.965300024,"loan, process, time, closing, u, read, mortgage, rate, great, would","['steve', 'got', 'done', 'others', 'couldnt', 'day', 'closing', 'even', 'got', 'thing', 'done', 'supervisor', 'couldnt', 'get', 'done', 'steve', 'recommended', 'friend', 'glad', 'went', 'great', 'work']"
227,227,1,0.968200028,"loan, process, would, u, read, recommend, home, mortgage, team, time","['worked', 'dean', 'professionally', '&', 'seeing', 'well', 'transaction', 'went', 'decided', 'use', 'personal', 'loan', 'impressed', 'knowledge', 'loan', 'industry', 'professional', 'manner', 'aspect', 'refinance', 'went', 'thru', 'without', 'hitch', '&', 'happy', 'trusted', 'advice', 'highly', 'recommend', 'dean', '&', 'plan', 'use', 'next', 'home', 'read']"
228,228,0,0.964600027,"would, work, time, loan, home, process, read, great, lender, rate","['awful', 'experience', 'reliance', 'refinancing', 'home', 'would', 'recommend', 'anyone', 'among', 'issue', 'week', 'closed', 'still', 'waiting', 'check', 'told', 'would', 'receive', 'closing', 'week', 'closing', 'use', 'company']"
229,229,0,0.961499989,"would, work, time, loan, home, process, read, great, lender, rate","['miserable', 'experience', 'screwed', 'everything', 'imaginable', 'never', 'accepted', 'responsibility', 'error', 'wouldnt', 'recommend', 'purchase', 'doghouse', 'much', 'le', 'purchasing', 'new', 'home']"
230,230,2,0.995199978,"loan, process, time, closing, u, read, mortgage, rate, great, would","['put', 'offer', 'home', 'realtor', 'susan', 'lyon', 'napa', 'familiar', 'either', 'pacific', 'beneficial', 'alex', 'jocovic', 'asked', 'u', 'sure', 'using', 'mortgage', 'company', 'southern', 'ca', 'north', 'selling', 'realtor', 'tried', 'pushing', 'u', 'use', 'local', 'lender…', 'initial', 'conversation', 'alex', 'knew', 'broker', 'wanted', 'work', 'wife', 'agreed', 'refused', 'switch', 'local', 'lender', 'happy', 'alex', 'went', 'beyond', 'get', 'thing', 'done', 'u', 'available', 'way', 'normal', 'business', 'hour', 'morning', 'night', 'well', 'including', 'weekend', 'purchase', 'progressed', 'susan', '’', 'caution', 'changed', 'admiration', 'complimented', 'alex', 'pacific', 'beneficial', 'u', 'several', 'occasion', 'professionalism', 'responsiveness', 'commented', 'easy', 'making', 'thing', 'loan', 'side', 'end', 'position', 'close', 'full', 'week', 'early', 'due', 'hard', 'work', 'alex', 'team', 'put', 'came', 'closing', 'sitting', 'sign', 'necessary', 'paperwork', 'escrow', 'officer', 'commented', '“', 'great', 'rate', 'must', 'friend', 'mortgage', 'company', '”', 'well', '’', 'like', 'realtor', 'heard', 'alex', 'pacific', 'beneficial', 'loan', 'search', 'however', 'feel', 'friend', 'mortgage', 'company', 'thank', 'much', 'alex', 'company', 'made', 'daunting', 'task', 'seem', 'easy', 'everything', 'went', 'without', 'glitch', 'start', 'finish', 'certainly', 'recommending', 'friend', 'realtor', 'look', 'forward', 'using', 'company', 'future', 'refinancing', 'home', 'purchase', 'future', 'read']"
231,231,2,0.862999976,"loan, process, time, closing, u, read, mortgage, rate, great, would","['profession', 'able', 'knowledgeable', 'industry', 'helpful']"
232,232,2,0.977699995,"loan, process, time, closing, u, read, mortgage, rate, great, would","['paul', 'great', 'job', 'initial', 'call', 'email', 'inquiry', 'request', 'final', 'stage', 'process', 'staff', 'worked', 'well', 'get', 'loan', 'done', 'timely', 'manner', 'always', 'available', 'came', 'loan', 'rate', 'said', 'hed', 'get', 'u', 'id', 'recommend', 'paul', 'use', 'future', 'need', 'arises']"
233,233,1,0.95450002,"loan, process, would, u, read, recommend, home, mortgage, team, time","['best', 'loan', 'officer', 'could', 'hoped', 'jeff', 'exceeded', 'expectation', 'worked', 'hard', 'get', 'best', 'rate', 'possible', 'highly', 'recommended']"
234,234,1,0.75029999,"loan, process, would, u, read, recommend, home, mortgage, team, time","['informative', 'responsive']"
235,235,1,0.952899992,"loan, process, would, u, read, recommend, home, mortgage, team, time","['reliance', 'first', 'capital', 'professional', 'said', 'would', 'day', 'age', 'rare', 'made', 'pleasure', 'business', 'couldnt', 'pleased', 'thanks']"
236,236,1,0.905799985,"loan, process, would, u, read, recommend, home, mortgage, team, time","['joey', 'helpful', 'appreciated', 'friendly', 'manner', 'timely', 'response']"
237,237,1,0.986400008,"loan, process, would, u, read, recommend, home, mortgage, team, time","['worked', 'jason', '&', 'june', '&', '’', 'easier', 'process', 'completely', 'happy', 'experience', '&', 'process', 'depends', 'fast', 'respond', 'request', 'refinance', '&', 'completed', '&', 'funded', 'within', 'month', 'june', 'helpful', '&', '’', 'accountant', 'lot', 'question', '&', 'patient', '’', 'ask', 'different', 'term', '&', 'loan', 'amount', '&', 'quick', 'give', 'updated', 'rate', 'definitely', 'amazing', 'customer', 'service', 'skill', '&', 'knowledge', 'highly', 'recommend', 'read']"
238,238,1,0.882000029,"loan, process, would, u, read, recommend, home, mortgage, team, time","['slight', 'difficulty', 'online', 'document', 'signing']"
239,239,1,0.976700008,"loan, process, would, u, read, recommend, home, mortgage, team, time","['aaron', 'extremely', 'help', 'friendly', 'kept', 'everything', 'always', 'front', 'everything', 'veteran', 'made', 'go', 'extra', 'mile', 'always', 'available', 'talk', 'answer', 'question', 'first', 'time', 'buying', 'home', 'made', 'painless', 'possible', 'wife', 'nothing', 'great', 'thing', 'thank', 'enough', 'helping', 'u', 'process', 'read']"
240,240,0,0.938600004,"would, work, time, loan, home, process, read, great, lender, rate","['contact', 'maurice', 'professional', 'courteous', 'discussion', 'explained', 'detail', 'worked', 'meet', 'timeline', 'excellent']"
241,241,1,0.980700016,"loan, process, would, u, read, recommend, home, mortgage, team, time","['purchased', 'property', 'ca', 'past', 'year', 'far', 'best', 'experience', 'ive', 'lender', 'quick', 'fair', 'detail', 'oriented', 'great', 'communicator', 'please', 'note', 'also', 'real', 'estate', 'client', 'go', 'thru', 'terrible', 'experience', 'larger', 'institution', 'recently', 'bryan', 'b', 'really', 'top', 'process', 'knowledgeable', 'using', 'personal', 'use', 'also', 'referring', 'client', 'read']"
242,242,2,0.924499989,"loan, process, time, closing, u, read, mortgage, rate, great, would","['able', 'provide', 'viable', 'product', 'need', 'rude', 'confused', 'upset', 'inability', 'help']"
243,243,2,0.961899996,"loan, process, time, closing, u, read, mortgage, rate, great, would","['working', 'michelle', 'wyndham', 'went', 'really', 'well', 'first', 'time', 'homeowner', 'first', 'refinance', 'feel', 'process', 'smooth', 'successful', 'definitely', 'recommend', 'michelle', 'friend', 'family']"
244,244,0,0.644500017,"would, work, time, loan, home, process, read, great, lender, rate","['bob', 'amazing', 'job', 'give', 'star', 'would', 'process', 'went', 'smooth', 'stress', 'free', 'definitely', 'respond', 'super', 'fast', 'super', 'helpful', '%', 'satisfaction']"
